nr;naam;website;platform;redesign_score;actief_score;totaalscore;redesign_signalen;activiteit_signalen;advies
72;De Hondencrèche Den Haag;https://www.dehondencrechedenhaag.nl/;Webnode;64;54;60;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
73;Klaverweitje.nl;https://www.klaverweitje.nl/;JouwWeb;38;85;59;gratis/builder-subdomein | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
74;Home;https://www.sofin.eu/;Webnode;46;74;59;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
75;Dierenarts An Vermorgen;https://www.dierenartsvermorgen.be/;Webnode;46;74;59;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
76;Dopeygastouderopvang;https://dopeygastouderopvang.jouwweb.nl/;JouwWeb;52;68;59;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info;Mogelijke lead: korte check doen
77;budgetshop4u2;https://budgetshop4u2.webnode.be/;Webnode;64;52;59;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
78;Maak je eigen website 2026 | .NL domein het eerste jaar gratis - JouwWeb - JouwW;https://www.jouwweb.nl/;Webador;28;95;58;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
79;mr.drs. S.A Gonesh - Gecertificeerd arbeidsmediator, business mediator, familie ;https://www.goneshmediationenadvies.nl/;Webnode;38;82;58;gratis/builder-subdomein | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
80;Vitalab;https://vitalab.jouwweb.nl/;JouwWeb;52;66;58;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
81;Vindal - Nieuws, Nieuwtjes & Nieuwe dingen | vindal.jouwweb.nl;https://vindal.jouwweb.nl/;JouwWeb;58;58;58;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
82;Glacial Inox;https://www.glacialinox.com.br/;Webnode;58;57;58;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | contactblok aanwezig | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
83;geefeenmensjewarmte;https://geefeenmensjewarmte.webnode.nl/;Webnode;64;50;58;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | offerte/aanvraag;Mogelijke lead: korte check doen
84;Sea of knits | sea-of-knits.jouwweb.nl;https://sea-of-knits.jouwweb.nl/;JouwWeb;66;48;58;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
85;Brabant Trein Den Bosch Antwerpen Leuven | brabant-trein-den-bosch-antwerpen-leu;https://brabant-trein-den-bosch-antwerpen-leuven.jouwweb.be/;JouwWeb;66;48;58;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude nieuws/template-tekst;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
86;fruitopdecamping.nl;https://gratis-4683673.jouwweb.site/;JouwWeb;28;93;57;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
87;BFF Vintage Juwelen;https://gratis-4485594.jouwweb.site/;JouwWeb;28;93;57;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
88;PRO CYCLO VOSSEM;https://www.procyclovossem.be/;JouwWeb;32;88;57;gratis/builder-subdomein | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
89;Startpagina;https://www.dentalstudiovenken.be/;Webnode;34;86;57;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag;Mogelijke lead: korte check doen
90;https://gratis-4501703.jouwweb.site/;https://gratis-4501703.jouwweb.site/;JouwWeb;34;85;57;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
91;Lunchroom lodewijkhendrikse;https://gratis-4664007.jouwweb.site/;JouwWeb;34;85;57;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
92;Rockabilly Jukebox Shop;https://www.rockabillyjukeboxshop.be/;Webnode;34;84;57;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
93;Badmintonclubbergeijk;https://badmintonclubbergeijk.jouwweb.nl/;JouwWeb;46;71;57;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | social/map-link aanwezig | offerte/aanvraag;Mogelijke lead: korte check doen
94;delaeywood;https://www.delaeywood.be/;Webnode;58;56;57;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
95;HSV Het Kanaal Mill;https://www.hsvhetkanaalmill.nl/;Webnode;64;49;57;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | telefoonnummer zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
96;Kotterspotter | kotterspotter.jouwweb.nl;https://kotterspotter.jouwweb.nl/;JouwWeb;64;48;57;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
98;Snoeperijheintje;https://www.snoeperijheintje.nl/;Webnode;34;80;55;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
99;Dirk eleveld | dirk-eleveld.jouwweb.nl;https://dirk-eleveld.jouwweb.nl/;JouwWeb;52;58;55;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
100;Brugesmilitaria | brugesmilitaria.jouwweb.be;https://brugesmilitaria.jouwweb.be/;JouwWeb;52;58;55;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | offerte/aanvraag;Mogelijke lead: korte check doen
101;Mindfulnesstraining bij ZIJNmindfulness;https://mindfulzijn.webnode.nl/;Webnode;58;52;55;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info;Mogelijke lead: korte check doen
102;Logopediepraktijk;https://logopediestephaniebosmans.webnode.be/;Webnode;58;52;55;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | contactblok aanwezig | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
104;Cliotravel-nl;https://www.cliotravel.nl/;Webnode;34;78;54;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | brancheterm;Mogelijke lead: korte check doen
105;Hundumgesund - Hundephysiotherapie in Kleve;https://www.hundekrankengymnastik-kleve.de/;Webnode;40;70;54;gratis/builder-subdomein | builder-footer/branding | oude template-elementen;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | offerte/aanvraag;Mogelijke lead: korte check doen
106;Rozvodový advokát;https://www.rozvodovy-advokat.cz/;Webnode;46;64;54;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
107;Bresbears Shelties | bresbears-shelties.jouwweb.nl;https://bresbears-shelties.jouwweb.nl/;JouwWeb;52;56;54;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar;Mogelijke lead: korte check doen
108;Blood of The Father;https://bloodofthefather.webnode.page/;Webnode;58;50;54;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | brancheterm;Mogelijke lead: korte check doen
110;Dierenartsenpraktijksrousseau;https://www.dierenarts-wetteren.be/;Webnode;14;100;53;gratis/builder-subdomein;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
111;Kantoor Wittesaele;https://www.kantoorwittesaele.be/;Webnode;28;84;53;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | offerte/aanvraag;Mogelijke lead: korte check doen
112;DAKOTA Group | Onafhankelijk Investeringsfonds;https://dakotagroup.be/;Webnode;40;68;53;gratis/builder-subdomein | builder-footer/branding | oude template-elementen;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
113;STV ACRD;https://acr-manha-nordestina.webnode.page/;Webnode;46;61;53;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
114;freeaccounts;https://freeaccounts.jouwweb.nl/;JouwWeb;46;61;53;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
115;Galactic Architect;https://galacticarchitect.jouwweb.nl/;JouwWeb;46;61;53;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
116;"Judith&#039;s kaarten en creaties | kaart-creaties.jouwweb.nl";https://kaart-creaties.jouwweb.nl/;JouwWeb;46;61;53;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
117;ファミリーサポート - NPO法人まあるく;https://maaruku-awaji.jimdofree.com/;Jimdo;46;61;53;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
118;Stationerii;https://stationerii.jouwweb.nl/;JouwWeb;58;46;53;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | recent jaartal op site | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
119;narntechserhp;https://narntechserhp.jouwweb.nl/;JouwWeb;58;46;53;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | recent jaartal op site | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
121;algemeen schrijnwerk;https://www.reya-interiors.be/;Webnode;28;82;52;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
122;Dakwerken Roumans-Crab & Fietsen Crab | Vakmanschap sinds 1973;https://www.dakwerkenroumanscrab.be/;Webnode;38;68;52;gratis/builder-subdomein | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
123;Casa rudi ella | Casa-rudi-ella.nl;https://www.casa-rudi-ella.nl/;JouwWeb;38;68;52;gratis/builder-subdomein | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
124;Prof. JOÃO LUIZ;https://joaoluizcf.webnode.page/;Webnode;58;45;52;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
125;Psico & Aprendizagem;https://giselepsicopedagoga.webnode.page/;Webnode;58;45;52;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | oude template-elementen;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | social/map-link aanwezig;Mogelijke lead: korte check doen
128;www.ecolesaintefamille.be;https://www.ecolesaintefamille.be/;Webnode;28;79;51;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | social/map-link aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
129;MA Coaching;https://gratis-4906485.jouwweb.site/;JouwWeb;28;78;51;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
130;glambeautybar;https://www.glambeautybar.be/;Webnode;34;71;51;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
131;Mindfulness Arnhem Dieren Ellecom Velp Rozendaal Rheden Huissen Elst Nijmegen Ap;https://www.kimlokers.nl/;Webnode;46;58;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | brancheterm;Mogelijke lead: korte check doen
132;MSMYOS | msmyos.jouwweb.nl;https://msmyos.jouwweb.nl/;JouwWeb;46;58;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
133;Autoverzekering links en informatie | autoverzekering-links.jouwweb.nl;https://autoverzekering-links.jouwweb.nl/;JouwWeb;46;58;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
134;"Stal &#039;t Wamelink | stalwamelink.jouwweb.nl";https://stalwamelink.jouwweb.nl/;JouwWeb;46;58;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
135;Appartement met Zeezicht De Panne;https://jouwvakantie.jouwweb.be/;JouwWeb;46;58;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | zakelijke/operationele info | offerte/aanvraag;Mogelijke lead: korte check doen
136;WELKOM OP STEDENTRIPS: dé website voor al uw citytrips | stedentrips.jouwweb.be;https://stedentrips.jouwweb.be/;JouwWeb;46;58;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
137;Roosenboom en streekgeschiedenis | roosenboom.jouwweb.be;https://roosenboom.jouwweb.be/;JouwWeb;46;58;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
138;Mobile Cloud - Fast Cloud;https://fastcloud.godaddysites.com/;GoDaddy Sites;46;58;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
139;Ipadscreenrepairx;https://ipadscreenrepairx.webnode.page/;Webnode;46;57;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | contactblok aanwezig | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
140;Mohammed Ali Khan Stichting;https://mohammed-ali-khan-stichting.webnode.nl/;Webnode;46;56;51;gratis/builder-subdomein | builder-footer/branding | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar;Mogelijke lead: korte check doen
141;Donaudelta de | donaudelta-de.jouwweb.nl;https://donaudelta-de.jouwweb.nl/;JouwWeb;46;56;51;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar;Mogelijke lead: korte check doen
149;Welcome;https://seacliffhoa.godaddysites.com/;GoDaddy Sites;28;76;50;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
150;KFC Werchter;https://www.kfcwerchter.be/;JouwWeb;32;73;50;gratis/builder-subdomein | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info | social/map-link aanwezig;Mogelijke lead: korte check doen
151;"Switch-Actu - L&#039;actualité Nintendo, Switch et Switch 2";https://www.switch-actu.fr/;E-monsite;32;73;50;gratis/builder-subdomein | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
152;International Basketball Academy Druids of Euroamerica;https://intercontinentaldruidsofeuroamerica.jouwweb.nl/;JouwWeb;46;55;50;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | social/map-link aanwezig | brancheterm;Mogelijke lead: korte check doen
153;Velofilie;https://www.velofilie.nl/;JouwWeb;46;54;50;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | telefoonnummer zichtbaar | brancheterm;Mogelijke lead: korte check doen
154;G reptiles | g-reptiles.jouwweb.nl;https://g-reptiles.jouwweb.nl/;JouwWeb;52;48;50;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
155;Tijgers | tijgers.jouwweb.be;https://tijgers.jouwweb.be/;JouwWeb;52;48;50;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
156;Decorateyourhome;https://decorateyourhome.jouwweb.nl/;JouwWeb;52;48;50;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig;Mogelijke lead: korte check doen
166;HenriLecoq;https://www.henrilecoq.be/;Webnode;20;85;49;gratis/builder-subdomein | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | social/map-link aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
167;Instituutvalerie-westerlo;https://www.instituutvalerie-westerlo.be/;Webnode;28;74;49;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
168;Dagbesteding;https://www.dieverdoatsie.com/;Webnode;32;70;49;gratis/builder-subdomein | oude template-elementen | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | brancheterm;Mogelijke lead: korte check doen
169;Tattooshop Beinked Tattoo Studio Lelystad;https://beinked.webnode.nl/;Webnode;34;67;49;gratis/builder-subdomein | builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | zakelijke/operationele info | social/map-link aanwezig | offerte/aanvraag;Mogelijke lead: korte check doen
170;Bianca de Heer - Digitale Producten en meer;https://temp-ixdmcmfjmdgleqljulst.jouwweb.site/;JouwWeb;40;60;49;gratis/builder-subdomein | builder-footer/branding | oude template-elementen;site bereikbaar | recent jaartal op site | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
171;aptoideapk;https://aptoideapk.jouwweb.nl/;JouwWeb;46;53;49;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | social/map-link aanwezig;Mogelijke lead: korte check doen
172;Cattery Lavandablu | lavandablu.jouwweb.nl;https://lavandablu.jouwweb.nl/;JouwWeb;46;53;49;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | social/map-link aanwezig;Mogelijke lead: korte check doen
173;"Mc &#039;t Centrum Velden | motorclubtcentrum.jouwweb.nl";https://motorclubtcentrum.jouwweb.nl/;JouwWeb;46;53;49;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | social/map-link aanwezig;Mogelijke lead: korte check doen
174;jimhakim;https://jimhakim9.webnode.nl/;Webnode;46;52;49;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | contactblok aanwezig | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
175;Welkom bij Fuzzy Lounge | fuzzylounge.jouwweb.nl;https://fuzzylounge.jouwweb.nl/;JouwWeb;52;46;49;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | recent jaartal op site | offerte/aanvraag;Mogelijke lead: korte check doen
179;huiskombuis;https://www.huiskombuis.be/;Webnode;14;90;48;gratis/builder-subdomein;site bereikbaar | recent jaartal op site | contactblok aanwezig | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
180;Vanalboombvba;https://www.vanalboombvba.be/;Eigen domein/onbekend;20;82;48;builder-footer/branding | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info | bedrijf/zakelijk taalgebruik | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
181;orthopedagoog Petra;https://verschil-yas7.webnode.nl/;Webnode;28;72;48;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | telefoonnummer zichtbaar | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
182;Prof-jean-goubau-handchirurg;https://www.handchirurg.be/;Webnode;28;72;48;gratis/builder-subdomein | builder-footer/branding;site bereikbaar | contactblok aanwezig | e-mailadres zichtbaar | zakelijke/operationele info | offerte/aanvraag | brancheterm;Mogelijke lead: korte check doen
183;Kine-in-balans;https://www.kineinbalans.be/;Webnode;38;60;48;gratis/builder-subdomein | oud copyrightjaar | klassieke homepage-opbouw;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik | brancheterm;Mogelijke lead: korte check doen
184;Zelf Auto Spuiten | zelf-auto-spuiten.jouwweb.nl;https://zelf-auto-spuiten.jouwweb.nl/;JouwWeb;46;51;48;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | social/map-link aanwezig | brancheterm;Mogelijke lead: korte check doen
185;gabrielle-escort;https://www.your-australian-escort.com/;Webnode;46;50;48;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | contactblok aanwezig | telefoonnummer zichtbaar | bedrijf/zakelijk taalgebruik;Mogelijke lead: korte check doen
186;Atelier jenny | atelier-jenny.jouwweb.nl;https://atelier-jenny.jouwweb.nl/;JouwWeb;46;50;48;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | brancheterm;Mogelijke lead: korte check doen
187;Zonnenergieblog;https://zonnenergieblog.jouwweb.nl/;JouwWeb;46;50;48;gratis/builder-subdomein | builder-footer/branding | oud copyrightjaar;site bereikbaar | recent jaartal op site | contactblok aanwezig | offerte/aanvraag;Mogelijke lead: korte check doen
